"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000162399",0,0,0,0,0,0,1,1,0,1
"ENSG00000162402",154,112,92,151,376,117,567,260,667,226
"ENSG00000162407",5,8,31,2,2,4,9,0,0,6
"ENSG00000162408",207,130,83,144,140,85,274,261,459,154
"ENSG00000162413",185,178,308,241,224,47,252,262,550,392
"ENSG00000162415",6,2,0,1,0,1,3,0,0,3
"ENSG00000162419",139,80,86,132,168,106,208,122,527,89
"ENSG00000162426",0,0,0,0,4,1,0,6,0,2
"ENSG00000162430",31,17,86,31,47,6,37,98,197,10
"ENSG00000162433",80,166,24,69,322,94,347,152,197,94
"ENSG00000162434",889,643,179,241,361,133,791,607,650,173
"ENSG00000162437",0,27,0,1,0,0,1,0,0,0
"ENSG00000162441",21,25,12,19,50,38,70,35,20,26
"ENSG00000162444",1,0,0,0,1,0,1,0,0,0
"ENSG00000162458",0,0,0,0,0,0,0,3,0,0
"ENSG00000162461",2,0,0,1,0,0,1,0,0,0
"ENSG00000162482",1,0,0,0,0,0,0,2,0,0
"ENSG00000162490",0,2,7,1,0,0,0,0,0,0
"ENSG00000162493",0,0,0,0,0,0,0,1,0,0
"ENSG00000162496",10,15,32,18,8,1,22,4,0,37
"ENSG00000162510",4,0,11,5,1,1,2,0,0,4
"ENSG00000162511",8259,9549,9371,6374,11051,3542,13688,16190,17371,15392
"ENSG00000162512",14,0,28,9,6,4,3,7,34,8
"ENSG00000162517",252,156,207,180,281,62,413,222,344,398
"ENSG00000162521",51,52,50,50,101,107,168,85,243,92
"ENSG00000162522",8,0,8,4,4,1,6,4,54,0
"ENSG00000162542",111,66,92,82,175,22,137,112,131,185
"ENSG00000162543",0,1,0,0,1,0,0,0,0,0
"ENSG00000162545",5,2,0,2,15,1,1,4,0,1
"ENSG00000162551",3,0,184,4,0,0,0,0,0,11
"ENSG00000162552",3,10,0,3,1,0,1,16,0,3
"ENSG00000162572",0,6,3,7,0,2,1,6,4,1
"ENSG00000162576",4,10,5,6,7,1,6,8,0,3
"ENSG00000162585",497,278,409,317,522,40,349,315,723,424
"ENSG00000162591",16,5,11,2,0,1,1,4,0,4
"ENSG00000162594",3,1,1,4,3,16,8,0,0,19
"ENSG00000162598",0,0,0,0,0,0,0,0,0,1
"ENSG00000162599",0,0,0,0,1,0,0,2,18,0
"ENSG00000162600",15,23,42,23,92,35,101,58,101,67
"ENSG00000162601",37,35,15,41,57,48,164,59,108,38
"ENSG00000162604",19,26,27,19,53,23,42,24,2,53
"ENSG00000162607",155,161,297,296,275,257,663,253,430,397
"ENSG00000162613",551,434,445,479,1485,378,1368,672,2583,983
"ENSG00000162614",2,2,0,4,4,12,0,35,27,6
"ENSG00000162616",6,6,4,8,6,23,33,6,0,14
"ENSG00000162618",0,0,0,0,0,0,0,0,0,1
"ENSG00000162620",2,0,2,3,4,14,29,15,0,3
"ENSG00000162623",191,92,40,60,133,97,385,168,129,161
"ENSG00000162624",0,0,0,0,0,0,1,0,0,0
"ENSG00000162627",0,0,0,0,0,3,0,0,11,27
"ENSG00000162631",0,4,0,1,13,1,2,1,0,5
"ENSG00000162636",29,70,12,38,40,21,207,97,167,44
"ENSG00000162639",18,21,17,6,16,1,31,10,64,15
"ENSG00000162641",0,0,0,0,0,0,1,0,0,0
"ENSG00000162642",35,30,50,56,59,19,76,42,61,80
"ENSG00000162643",7,2,1,2,9,5,11,3,0,4
"ENSG00000162645",77,90,84,71,84,32,244,123,1,215
"ENSG00000162650",60,35,24,48,49,8,35,48,118,38
"ENSG00000162654",14,4,16,5,12,15,14,0,34,70
"ENSG00000162664",72,50,78,80,124,155,265,79,288,151
"ENSG00000162669",0,0,0,0,0,0,0,2,0,0
"ENSG00000162676",9,31,66,67,33,25,42,59,66,46
"ENSG00000162685",92,57,31,35,38,15,71,35,25,55
"ENSG00000162688",99,104,60,88,169,166,441,191,552,195
"ENSG00000162692",57,1,19,1,3,6,19,3,30,58
"ENSG00000162694",9,15,11,5,31,30,65,15,118,53
"ENSG00000162695",69,38,34,47,87,99,186,116,73,75
"ENSG00000162699",0,0,0,0,1,0,0,0,0,0
"ENSG00000162702",221,137,98,135,357,118,474,248,439,192
"ENSG00000162704",725,573,1269,808,892,715,1592,547,962,1661
"ENSG00000162706",15,1,0,0,1,0,4,0,0,5
"ENSG00000162711",4,0,9,1,6,2,1,0,0,3
"ENSG00000162714",246,181,311,249,304,131,337,482,240,339
"ENSG00000162722",0,0,0,0,0,0,1,0,0,0
"ENSG00000162728",0,0,0,1,0,0,0,0,0,0
"ENSG00000162729",114,92,352,182,279,50,168,164,325,296
"ENSG00000162733",56,17,8,2,29,7,62,39,302,58
"ENSG00000162734",1158,508,664,646,2280,618,1541,1851,3052,1449
"ENSG00000162735",189,203,210,147,312,224,520,326,440,409
"ENSG00000162736",314,206,240,174,577,181,638,486,1163,347
"ENSG00000162738",45,10,15,4,6,1,42,22,203,15
"ENSG00000162739",134,213,136,90,765,225,592,503,536,315
"ENSG00000162745",0,0,0,0,0,0,0,2,0,0
"ENSG00000162746",8,23,28,39,39,3,66,37,83,22
"ENSG00000162755",11,8,12,9,6,1,15,8,0,20
"ENSG00000162757",24,17,16,8,19,15,71,33,61,60
"ENSG00000162769",64,81,164,99,48,57,170,77,153,170
"ENSG00000162772",92,116,146,108,256,51,126,215,103,224
"ENSG00000162775",127,111,305,279,265,70,237,218,389,193
"ENSG00000162777",154,123,235,140,252,389,480,216,814,439
"ENSG00000162783",1855,1178,1995,1053,647,345,1516,1270,1666,2343
"ENSG00000162804",3,1,0,2,11,3,6,8,31,2
"ENSG00000162813",83,102,66,101,135,78,299,102,427,155
"ENSG00000162814",0,0,0,0,1,1,0,0,0,0
"ENSG00000162817",0,1,42,103,6,5,115,0,17,7
"ENSG00000162819",24,25,14,32,51,58,107,40,41,64
"ENSG00000162836",14,25,45,25,45,15,47,30,15,30
"ENSG00000162843",0,1,0,0,0,0,0,0,0,0
"ENSG00000162849",309,191,96,126,36,8,103,106,471,41
"ENSG00000162851",61,33,38,54,55,59,149,41,78,133
"ENSG00000162852",94,53,72,84,113,43,240,142,280,140
"ENSG00000162869",62,60,61,70,92,65,205,92,149,126
"ENSG00000162877",0,0,0,0,0,0,0,1,0,0
"ENSG00000162878",2,4,0,0,0,0,1,0,0,0
"ENSG00000162881",52,38,25,33,33,15,34,39,150,50
"ENSG00000162882",138,108,197,89,265,48,210,173,342,247
"ENSG00000162885",35,38,79,49,86,35,99,38,309,75
"ENSG00000162889",986,899,1025,917,1436,307,1451,906,1324,813
"ENSG00000162892",6,11,1,10,15,1,19,13,12,0
"ENSG00000162894",664,927,394,612,2003,457,1985,2005,2164,333
"ENSG00000162896",10,24,6,14,10,1,28,21,201,15
"ENSG00000162897",3,0,0,0,0,0,2,1,0,1
"ENSG00000162909",58,151,270,185,320,258,88,190,509,308
"ENSG00000162910",135,116,197,148,182,18,231,122,256,308
"ENSG00000162913",0,0,0,0,0,1,0,0,0,2
"ENSG00000162923",635,360,345,433,552,253,1043,647,726,414
"ENSG00000162924",143,101,85,164,156,62,218,259,324,29
"ENSG00000162927",9,10,2,15,32,14,35,14,0,42
"ENSG00000162928",33,30,24,48,43,31,124,69,107,59
"ENSG00000162929",8,2,2,6,8,9,20,10,29,8
"ENSG00000162931",1,1,5,7,6,3,1,9,0,3
"ENSG00000162944",0,0,0,0,0,0,1,3,0,0
"ENSG00000162946",6,0,0,2,1,0,19,16,1,1
"ENSG00000162951",1,0,0,0,0,0,0,3,0,0
"ENSG00000162959",3,6,10,2,2,1,5,2,0,5
"ENSG00000162961",46,24,83,63,84,62,154,40,177,124
"ENSG00000162971",17,10,4,15,17,11,45,23,0,28
"ENSG00000162972",53,38,57,30,97,30,133,50,40,119
"ENSG00000162975",0,0,0,0,0,0,0,0,0,1
"ENSG00000162976",14,17,11,15,40,8,23,32,62,24
"ENSG00000162980",42,70,123,77,91,147,301,61,78,119
"ENSG00000162989",0,0,0,0,1,8,0,0,25,9
"ENSG00000162992",0,0,5,0,0,2,1,0,0,3
"ENSG00000162994",2,1,0,4,4,2,7,2,0,2
"ENSG00000162997",2,0,2,1,1,0,0,0,0,1
"ENSG00000162998",0,0,0,0,0,0,1,0,0,1
"ENSG00000162999",2,1,1,2,6,13,13,10,0,8
"ENSG00000163001",29,48,26,45,30,37,109,59,55,91
"ENSG00000163002",12,11,5,22,14,34,61,16,31,39
"ENSG00000163006",9,10,14,9,14,16,53,23,0,33
"ENSG00000163009",2,3,11,9,7,1,3,3,0,6
"ENSG00000163013",307,413,307,430,447,156,492,665,972,250
"ENSG00000163017",0,0,0,1,0,0,2,2,0,0
"ENSG00000163026",64,53,54,52,108,66,253,85,130,144
"ENSG00000163029",117,120,52,96,144,134,354,107,397,125
"ENSG00000163032",0,0,0,0,0,0,1,1,0,0
"ENSG00000163040",10,4,5,1,5,1,7,3,0,3
"ENSG00000163041",2,6,4,1,5,2,6,3,2,3
"ENSG00000163046",0,0,0,0,0,0,0,0,0,1
"ENSG00000163050",292,142,165,110,231,52,193,172,377,507
"ENSG00000163053",1,25,0,6,5,4,35,25,0,6
"ENSG00000163060",1,0,0,0,1,0,0,0,0,0
"ENSG00000163067",25,19,12,11,20,11,47,16,0,41
"ENSG00000163069",29,16,29,19,59,78,85,37,145,102
"ENSG00000163071",25,8,36,18,21,17,61,16,65,57
"ENSG00000163072",1,0,0,1,2,0,6,3,0,3
"ENSG00000163082",239,139,367,277,190,270,552,301,755,415
"ENSG00000163083",0,0,4,0,0,0,0,0,0,1
"ENSG00000163092",0,0,0,0,0,0,0,0,0,1
"ENSG00000163093",4,1,3,3,9,5,4,0,0,3
"ENSG00000163104",87,73,41,42,165,116,303,90,340,146
"ENSG00000163106",0,0,0,0,0,0,2,0,0,0
"ENSG00000163110",62,60,118,61,173,88,190,107,284,207
"ENSG00000163113",199,152,136,227,266,96,374,262,540,104
"ENSG00000163114",2,5,4,11,6,3,23,11,22,16
"ENSG00000163116",0,0,0,1,1,0,0,0,0,0
"ENSG00000163121",6,7,119,39,2,12,15,9,7,187
"ENSG00000163125",233,212,222,333,991,315,561,543,911,161
"ENSG00000163126",2,2,0,0,0,0,1,0,0,0
"ENSG00000163131",364,220,298,161,176,251,585,296,468,344
"ENSG00000163132",81,74,101,128,35,6,32,20,99,157
"ENSG00000163138",8,12,6,7,6,7,23,8,0,28
"ENSG00000163141",2,0,0,1,0,1,2,0,0,0
"ENSG00000163154",48,32,60,21,91,25,83,21,151,109
"ENSG00000163155",18,21,19,17,30,19,88,69,189,31
"ENSG00000163156",102,94,98,98,199,67,206,111,293,153
"ENSG00000163159",168,151,193,143,349,93,340,197,458,385
"ENSG00000163161",212,140,109,160,157,76,357,203,412,289
"ENSG00000163162",78,64,198,162,106,92,105,106,190,265
"ENSG00000163166",188,183,165,200,295,99,521,268,1002,288
"ENSG00000163170",13,32,41,16,11,14,54,16,24,36
"ENSG00000163171",345,161,270,205,443,177,647,360,813,251
"ENSG00000163191",19,13,52,48,49,59,49,15,173,49
"ENSG00000163206",0,0,0,0,0,0,1,0,0,0
"ENSG00000163207",56,42,4,5,22,4,20,24,156,23
"ENSG00000163214",97,71,45,72,148,85,298,125,133,168
"ENSG00000163216",0,0,0,2,1,0,0,0,0,0
"ENSG00000163217",0,0,0,0,0,0,2,0,0,0
"ENSG00000163218",2,1,0,0,3,3,2,5,0,8
"ENSG00000163219",28,83,50,118,106,4,211,47,84,25
"ENSG00000163220",0,0,10,1,4,0,2,0,0,37
"ENSG00000163221",0,0,0,0,0,0,0,1,0,0
"ENSG00000163235",0,0,1,0,1,0,0,0,0,1
"ENSG00000163239",1,1,0,0,0,0,0,0,0,0
"ENSG00000163249",42,11,42,36,15,15,62,36,16,29
"ENSG00000163251",5,12,37,21,29,14,37,8,110,24
"ENSG00000163257",65,54,46,62,93,128,124,218,160,44
"ENSG00000163263",0,0,0,0,0,0,1,0,0,0
"ENSG00000163273",0,0,0,0,0,0,0,0,0,1
"ENSG00000163281",49,53,44,28,71,56,218,67,99,92
"ENSG00000163283",0,0,0,0,0,0,1,1,0,0
"ENSG00000163285",0,0,0,0,0,0,0,0,0,1
"ENSG00000163286",0,0,0,0,0,0,1,0,0,0
"ENSG00000163288",0,0,4,0,0,0,0,6,0,0
"ENSG00000163291",12,5,31,13,19,11,26,9,77,28
"ENSG00000163293",3,0,0,2,5,0,8,5,27,3
"ENSG00000163297",5,15,75,76,50,31,81,111,0,20
"ENSG00000163312",45,36,19,26,27,14,99,40,90,33
"ENSG00000163319",7,15,10,13,10,22,42,9,3,17
"ENSG00000163320",192,156,146,129,510,352,673,289,459,335
"ENSG00000163322",10,5,6,4,6,18,18,9,39,12
"ENSG00000163328",11,12,25,11,42,29,16,8,0,39
"ENSG00000163344",621,487,934,472,657,164,847,346,646,1320
"ENSG00000163346",594,602,766,545,480,239,276,705,616,936
"ENSG00000163347",2,0,0,0,0,0,1,0,0,0
"ENSG00000163348",350,247,309,234,516,191,552,365,891,397
"ENSG00000163349",229,146,159,217,285,191,467,429,893,219
"ENSG00000163352",1,0,0,0,0,0,0,0,0,0
"ENSG00000163354",0,0,0,1,0,0,1,0,0,0
"ENSG00000163357",0,0,0,0,0,0,1,0,0,1
"ENSG00000163359",0,0,2,1,0,0,0,0,0,0
"ENSG00000163362",3,14,170,51,35,19,29,32,323,70
"ENSG00000163364",1,0,0,0,0,1,0,0,0,1
"ENSG00000163374",90,63,48,87,208,55,178,172,271,78
"ENSG00000163376",53,35,17,52,45,36,144,27,46,55
"ENSG00000163378",27,13,24,13,62,19,58,12,125,22
"ENSG00000163382",178,177,291,138,319,130,413,207,602,442
"ENSG00000163386",1,0,0,2,0,1,1,0,0,1
"ENSG00000163389",116,68,31,47,113,66,145,87,97,89
"ENSG00000163393",0,1,0,0,0,0,0,0,0,0
"ENSG00000163395",0,0,0,0,0,0,0,2,0,0
"ENSG00000163399",2819,2507,2748,2035,5525,1697,5962,3810,7810,4986
"ENSG00000163406",4,3,0,0,2,4,3,8,0,3
"ENSG00000163412",17,8,7,1,3,0,7,3,28,6
"ENSG00000163428",168,172,204,182,472,274,705,313,402,324
"ENSG00000163430",0,0,3,0,0,0,1,1,0,0
"ENSG00000163435",0,0,72,8,7,16,9,3,0,48
"ENSG00000163440",0,0,0,0,0,0,0,1,0,0
"ENSG00000163444",19,12,24,15,25,9,55,21,24,29
"ENSG00000163449",4,5,3,6,7,0,22,1,29,4
"ENSG00000163453",0,0,2,0,0,0,0,0,0,0
"ENSG00000163462",2,1,7,6,3,0,4,19,0,3
"ENSG00000163463",97,77,166,84,216,72,219,141,72,144
"ENSG00000163464",0,0,0,0,0,0,0,1,0,0
"ENSG00000163466",1782,1555,1832,1537,4107,831,3833,1899,2434,2590
"ENSG00000163467",0,0,0,0,0,2,1,0,0,0
"ENSG00000163468",1283,1334,1232,1100,2380,577,4213,1542,4366,4306
"ENSG00000163472",20,17,17,22,13,11,24,28,53,16
"ENSG00000163479",1261,724,997,836,1840,708,2097,1677,1869,1535
"ENSG00000163481",112,46,73,91,230,37,138,118,240,120
"ENSG00000163482",30,47,25,29,72,13,97,60,104,64
"ENSG00000163486",9,19,28,41,109,27,54,54,6,32
"ENSG00000163491",0,0,0,1,0,3,0,0,0,0
"ENSG00000163492",25,20,30,10,15,21,50,31,96,32
"ENSG00000163501",0,0,0,1,0,0,0,3,0,0
"ENSG00000163507",34,36,80,54,64,61,159,49,158,109
"ENSG00000163508",0,2,27,0,0,11,1,0,0,4
"ENSG00000163510",72,61,69,57,129,114,208,98,85,99
"ENSG00000163512",48,39,41,68,44,33,107,93,104,77
"ENSG00000163513",0,3,46,16,9,4,2,6,0,12
"ENSG00000163516",77,185,251,104,348,92,278,224,465,463
"ENSG00000163517",19,10,18,8,9,11,7,8,0,31
"ENSG00000163518",6,0,17,13,0,5,8,0,0,7
"ENSG00000163519",2,0,0,0,13,0,0,7,0,2
"ENSG00000163520",0,0,0,2,0,0,7,1,0,0
"ENSG00000163521",9,5,4,13,15,8,27,6,139,8
"ENSG00000163527",738,764,476,502,1066,600,2317,937,1035,940
"ENSG00000163528",21,16,22,11,20,25,49,11,58,58
"ENSG00000163531",4,1,0,2,1,0,2,0,0,0
"ENSG00000163534",3,0,0,0,0,0,0,0,0,2
"ENSG00000163535",28,35,55,58,87,94,234,73,65,98
"ENSG00000163536",5,3,27,3,7,5,18,19,0,18
"ENSG00000163539",90,68,46,86,124,65,354,135,198,197
"ENSG00000163541",277,202,204,167,371,167,785,236,248,612
"ENSG00000163545",32,0,0,3,7,0,2,10,0,6
"ENSG00000163554",0,1,0,0,0,0,0,5,0,1
"ENSG00000163558",3,16,15,10,19,12,26,18,34,10
"ENSG00000163563",26,72,20,59,42,60,188,175,7,86
"ENSG00000163564",0,0,0,0,16,3,4,3,7,9
"ENSG00000163565",481,508,372,587,1401,728,1375,1363,2432,643
"ENSG00000163568",20,1,5,27,106,73,58,51,87,113
"ENSG00000163576",1,1,0,0,3,1,1,0,0,0
"ENSG00000163577",5,6,1,1,8,0,10,3,46,7
"ENSG00000163584",157,145,106,70,288,212,674,67,166,347
"ENSG00000163590",5,4,6,0,1,3,9,0,0,1
"ENSG00000163596",3,6,0,10,5,5,33,10,0,5
"ENSG00000163597",38,31,15,13,65,74,100,47,158,53
"ENSG00000163600",2,3,13,1,0,0,6,0,0,0
"ENSG00000163602",208,117,129,118,340,128,409,290,406,146
"ENSG00000163605",64,48,51,44,78,71,115,42,37,81
"ENSG00000163606",6,8,0,6,10,0,6,0,0,2
"ENSG00000163607",26,28,29,30,71,13,71,24,70,70
"ENSG00000163608",121,106,66,85,98,135,365,158,264,235
"ENSG00000163611",21,27,27,24,65,24,73,79,47,56
"ENSG00000163617",12,4,0,7,9,19,40,19,32,2
"ENSG00000163618",0,0,2,0,0,0,0,1,0,0
"ENSG00000163623",0,0,0,0,0,0,1,0,0,0
"ENSG00000163624",0,0,0,0,0,1,0,0,0,0
"ENSG00000163625",0,0,11,0,0,4,3,0,0,3
"ENSG00000163626",47,62,50,59,97,55,157,95,116,114
"ENSG00000163629",17,0,7,6,40,48,4,2,0,52
"ENSG00000163633",9,11,21,8,10,15,15,21,0,6
"ENSG00000163634",120,112,112,91,413,161,490,188,173,228
"ENSG00000163635",117,75,125,124,213,97,162,192,342,75
"ENSG00000163636",298,231,267,182,245,190,734,216,452,491
"ENSG00000163637",20,7,0,2,8,1,20,2,0,3
"ENSG00000163638",0,0,0,0,0,0,0,0,0,1
"ENSG00000163644",110,86,125,122,134,79,241,134,192,158
"ENSG00000163645",2,1,0,0,1,1,0,0,0,0
"ENSG00000163655",264,273,237,241,699,339,1049,422,983,500
"ENSG00000163659",65,165,146,180,240,159,629,402,363,278
"ENSG00000163660",74,44,73,81,75,36,121,130,186,67
"ENSG00000163661",0,0,0,0,0,0,0,0,0,1
"ENSG00000163666",1,0,0,3,2,1,4,4,0,3
"ENSG00000163673",0,0,13,0,1,1,0,0,0,15
"ENSG00000163681",160,114,104,139,344,86,353,240,288,165
"ENSG00000163682",88,62,68,57,54,39,105,88,28,178
"ENSG00000163683",46,91,45,41,70,62,330,82,614,93
"ENSG00000163684",112,76,67,88,70,54,232,86,191,110
"ENSG00000163686",32,35,51,33,34,3,59,13,155,48
"ENSG00000163687",71,59,38,12,36,0,45,23,179,23
"ENSG00000163689",1,2,17,9,11,15,0,1,22,14
"ENSG00000163694",416,192,388,419,617,154,474,307,1059,531
"ENSG00000163697",3,50,56,25,203,66,44,221,325,68
"ENSG00000163701",2,1,1,2,0,0,1,2,3,4
"ENSG00000163702",7,10,19,7,21,4,22,21,6,26
"ENSG00000163703",43,40,114,30,83,15,68,138,124,74
"ENSG00000163704",1123,282,288,236,323,29,394,516,981,452
"ENSG00000163710",1,0,0,0,0,0,0,0,0,0
"ENSG00000163714",189,241,184,204,717,310,739,520,566,289
"ENSG00000163719",402,188,363,280,649,81,537,317,842,489
"ENSG00000163728",45,12,23,26,42,45,70,26,0,31
"ENSG00000163734",1,0,0,0,0,0,0,0,0,0
"ENSG00000163735",0,0,0,0,0,0,0,0,0,1
"ENSG00000163738",13,11,11,17,19,14,35,10,7,26
"ENSG00000163743",31,33,10,31,27,57,132,34,24,57
"ENSG00000163754",43,15,78,34,154,39,111,45,115,69
"ENSG00000163755",46,51,140,75,171,62,203,79,101,159
"ENSG00000163781",158,165,74,191,653,193,639,394,691,260
"ENSG00000163785",17,17,27,24,44,18,57,24,74,39
"ENSG00000163788",60,57,65,82,124,60,139,105,156,107
"ENSG00000163794",3,4,0,1,4,0,2,0,37,0
"ENSG00000163795",79,79,74,93,62,11,72,89,94,45
"ENSG00000163798",98,73,87,79,76,41,141,100,436,143
"ENSG00000163803",1,0,0,1,0,0,5,0,0,0
"ENSG00000163806",0,1,0,0,0,0,1,2,0,0
"ENSG00000163807",5,5,11,6,22,14,19,14,31,15
"ENSG00000163808",44,60,31,113,76,68,227,89,209,90
"ENSG00000163810",0,2,0,0,0,0,1,0,0,0
"ENSG00000163811",314,238,152,273,465,285,953,385,719,503
"ENSG00000163812",218,157,243,174,564,166,415,205,437,356
"ENSG00000163814",0,0,36,14,5,131,2,2,243,65
"ENSG00000163818",5,5,6,1,6,5,11,3,0,6
"ENSG00000163820",84,76,63,123,54,30,105,134,249,39
"ENSG00000163823",2,7,32,42,100,8,42,24,8,9
"ENSG00000163827",1,0,0,3,0,1,0,0,0,1
"ENSG00000163832",120,108,176,115,206,54,264,85,165,305
"ENSG00000163833",4,1,0,1,0,1,1,1,0,2
"ENSG00000163840",88,122,175,190,291,231,432,342,359,278
"ENSG00000163848",151,125,135,153,433,327,651,326,697,251
"ENSG00000163864",9,5,3,1,3,0,1,4,0,2
"ENSG00000163866",6,6,5,6,5,2,13,3,0,12
"ENSG00000163867",52,33,24,36,100,54,140,78,99,59
"ENSG00000163870",169,101,174,183,166,41,208,163,402,295
"ENSG00000163872",134,174,113,102,270,103,399,341,363,268
"ENSG00000163874",237,191,165,149,113,53,161,368,384,235
"ENSG00000163875",47,49,46,59,96,40,156,60,135,76
"ENSG00000163877",89,62,87,101,97,67,158,108,241,119
"ENSG00000163879",0,0,0,0,0,0,0,3,0,1
"ENSG00000163882",158,158,257,146,288,109,514,171,238,536
"ENSG00000163884",0,0,1,1,0,1,0,1,0,1
"ENSG00000163885",0,0,0,1,1,0,0,3,0,0
"ENSG00000163888",3,0,0,0,2,1,0,0,28,0
"ENSG00000163898",11,3,69,61,138,26,72,52,99,73
"ENSG00000163900",92,62,89,90,274,93,293,135,202,146
"ENSG00000163902",1045,886,1231,1023,2469,680,2578,1686,2352,2344
"ENSG00000163904",132,85,123,109,241,119,338,191,252,159
"ENSG00000163909",4,4,0,3,7,1,3,3,0,0
"ENSG00000163913",19,46,44,50,88,24,73,82,188,49
"ENSG00000163918",55,71,103,90,196,87,242,76,308,218
"ENSG00000163923",58,49,126,72,138,21,86,14,3,90
"ENSG00000163930",491,410,414,500,677,97,672,594,1042,628
"ENSG00000163931",1992,2462,3220,2412,5141,898,4390,3991,7140,4845
"ENSG00000163932",939,775,772,778,1602,253,1187,1117,2085,916
"ENSG00000163933",124,98,166,113,289,66,350,151,304,326
"ENSG00000163935",59,62,28,51,67,41,131,54,10,57
"ENSG00000163938",363,328,195,277,453,239,940,434,1176,596
"ENSG00000163939",250,183,139,231,755,270,795,397,1098,298
"ENSG00000163945",59,51,44,91,60,17,62,89,234,54
"ENSG00000163946",203,208,207,182,429,251,702,394,706,357
"ENSG00000163947",53,72,31,85,124,13,171,96,230,84
"ENSG00000163950",297,255,434,389,529,203,828,357,647,878
"ENSG00000163956",453,280,554,442,329,114,530,354,565,674
"ENSG00000163958",0,0,0,0,1,1,0,0,0,0
"ENSG00000163959",4,4,1,3,5,3,12,10,0,6
"ENSG00000163960",287,294,132,179,421,296,959,475,373,242
"ENSG00000163961",265,191,123,240,190,199,397,291,288,123
"ENSG00000163964",85,77,135,75,76,74,246,118,320,192
"ENSG00000163975",481,335,522,332,225,58,431,414,1065,345
"ENSG00000163995",0,0,0,4,1,0,6,11,0,2
"ENSG00000164002",17,24,31,24,32,12,60,23,60,41
"ENSG00000164008",64,63,61,47,67,19,111,70,78,89
"ENSG00000164010",30,15,18,21,61,31,52,34,41,18
"ENSG00000164011",46,31,39,23,73,22,112,53,116,89
"ENSG00000164012",42,48,68,24,31,15,68,15,212,27
"ENSG00000164022",72,93,34,90,82,95,306,122,48,222
"ENSG00000164023",1,1,15,4,0,23,1,2,0,15
"ENSG00000164024",137,131,233,159,368,219,544,259,193,443
"ENSG00000164031",57,29,20,27,23,76,96,17,139,32
"ENSG00000164032",111,117,323,174,98,224,430,119,226,375
"ENSG00000164035",0,1,0,0,0,0,0,0,0,0
"ENSG00000164037",4,0,0,1,1,0,1,1,0,3
"ENSG00000164038",68,80,81,74,165,64,199,135,95,131
"ENSG00000164039",3,3,6,0,2,3,11,5,0,5
"ENSG00000164040",219,162,375,294,235,276,406,129,192,277
"ENSG00000164045",118,152,304,213,350,116,394,170,559,343
"ENSG00000164047",2,7,1,7,3,0,17,21,10,0
"ENSG00000164048",57,63,13,82,96,23,174,112,215,82
"ENSG00000164049",0,0,0,1,0,0,0,0,0,0
"ENSG00000164050",46,24,88,62,22,2,53,73,360,58
"ENSG00000164051",86,99,185,118,122,38,257,113,196,352
"ENSG00000164053",71,57,90,79,142,28,166,64,177,158
"ENSG00000164054",264,251,748,577,717,168,635,766,821,367
"ENSG00000164056",3,17,14,10,7,13,19,45,97,29
"ENSG00000164061",5,1,0,5,8,1,6,7,0,2
"ENSG00000164062",377,735,933,583,1159,207,1436,642,1695,1512
"ENSG00000164066",1,0,0,0,0,1,1,0,0,0
"ENSG00000164068",66,55,76,69,94,20,108,91,76,118
"ENSG00000164070",49,56,73,33,113,66,290,124,154,139
"ENSG00000164073",16,6,8,13,20,16,43,14,33,20
"ENSG00000164074",12,17,11,18,33,23,58,53,24,30
"ENSG00000164076",0,2,0,2,0,0,1,1,0,0
"ENSG00000164077",48,46,62,44,101,17,100,52,155,162
"ENSG00000164078",38,4,1,1,8,2,11,22,84,13
"ENSG00000164080",138,92,87,159,231,78,279,158,412,73
"ENSG00000164081",122,109,227,160,350,66,246,196,586,365
"ENSG00000164082",1,1,0,0,0,0,0,9,0,0
"ENSG00000164086",172,100,186,216,249,53,167,164,620,208
"ENSG00000164087",51,64,151,129,226,44,262,71,123,269
"ENSG00000164088",66,119,136,124,265,43,194,176,203,145
"ENSG00000164089",0,0,0,0,0,0,0,0,0,2
"ENSG00000164091",351,226,307,364,470,187,717,259,1014,461
"ENSG00000164093",0,0,36,0,0,2,0,0,0,19
"ENSG00000164096",240,227,392,212,296,270,429,123,223,289
"ENSG00000164099",4,0,0,1,0,0,0,4,0,2
"ENSG00000164100",0,0,0,0,0,0,1,0,0,0
"ENSG00000164104",498,418,886,813,834,730,1596,482,958,863
"ENSG00000164105",71,162,302,139,127,27,106,116,192,446
"ENSG00000164106",1,0,0,0,0,0,0,0,0,0
"ENSG00000164109",27,11,82,46,14,92,61,4,32,74
"ENSG00000164111",260,355,463,287,1393,642,780,952,1374,920
"ENSG00000164114",6,8,8,5,19,39,103,9,23,17
"ENSG00000164116",150,37,57,13,3,50,7,12,22,53
"ENSG00000164117",38,36,58,35,31,44,131,56,157,125
"ENSG00000164118",16,15,2,19,35,42,84,42,89,47
"ENSG00000164120",0,0,0,0,0,1,0,0,0,0
"ENSG00000164124",1,1,5,5,0,0,0,0,0,0
"ENSG00000164125",4,0,0,0,0,1,1,0,0,7
"ENSG00000164134",308,275,396,309,611,394,1341,399,1110,635
"ENSG00000164136",53,15,26,15,18,22,35,38,0,48
